customer_id,customer_name,email,registration_date,customer_type
C0360,Rohan Tyagi,rohan.tyagi360@example.com,2026-03-25,PREMIUM
C0361,Anaya Gupta,anaya.gupta361@example.com,2025-07-08,PREMIUM
C0362,Aditya Verma,aditya.verma362@example.com,2025-12-31,REGULAR
C0363,Aditya Kapoor,aditya.kapoor363@example.com,2026-05-30,REGULAR
C0364,Anaya Mehta,anaya.mehta364@example.com,2025-03-21,PREMIUM
C0365,Aditya Bansal,aditya.bansal365@example.com,2025-01-28,REGULAR
C0366,Kavya Verma,kavya.verma366@example.com,2024-12-29,REGULAR
C0367,Meera Tyagi,meera.tyagi367@example.com,2025-10-06,REGULAR
C0368,Anaya Tyagi,anaya.tyagi368@example.com,2024-08-23,REGULAR
C0369,Arjun Kapoor,arjun.kapoor369@example.com,2024-09-02,PREMIUM
C0370,Kavya Joshi,kavya.joshi370@example.com,2025-03-02,REGULAR
C0371,Aarav Singh,aarav.singh371@example.com,2025-04-07,PREMIUM
C0372,Rohan Mehta,rohan.mehta372@example.com,2024-12-29,REGULAR
C0373,Diya Bansal,diya.bansal373@example.com,2025-06-28,REGULAR
C0374,Ira Sharma,ira.sharma374@example.com,2025-06-20,VIP
C0375,Anaya Joshi,anaya.joshi375@example.com,2026-04-21,REGULAR
C0376,Ishaan Gupta,ishaan.gupta376@example.com,2025-08-04,VIP
C0377,Anaya Kapoor,anaya.kapoor377@example.com,2025-02-27,REGULAR
C0378,Sara Tyagi,sara.tyagi378@example.com,2024-09-07,REGULAR
C0379,Priya Gupta,priya.gupta379@example.com,2025-03-23,PREMIUM
C0380,Aanya Joshi,aanya.joshi380@example.com,2025-02-08,REGULAR
C0381,Priya Sharma,priya.sharma381@example.com,2025-09-07,PREMIUM
C0382,Kabir Joshi,kabir.joshi382@example.com,2026-05-19,REGULAR
C0383,Aarav Verma,aarav.verma383@example.com,2026-06-19,PREMIUM
C0384,Aarav Verma,aarav.verma384@example.com,2025-10-19,REGULAR
C0385,Vihaan Joshi,vihaan.joshi385@example.com,2025-05-04,REGULAR
C0386,Aditya Singh,aditya.singh386@example.com,2026-05-26,REGULAR
C0387,Ishaan Verma,ishaan.verma387@example.com,2026-06-28,REGULAR
C0388,Aanya Bansal,aanya.bansal388@example.com,2025-01-06,REGULAR
C0389,Sara Verma,sara.verma389@example.com,2026-01-24,PREMIUM
C0390,Vihaan Mehta,vihaan.mehta390@example.com,2024-12-13,PREMIUM
C0391,Anaya Singh,anaya.singh391@example.com,2026-05-04,REGULAR
C0392,Kabir Joshi,kabir.joshi392@example.com,2025-03-13,REGULAR
C0393,Ishaan Mehta,ishaan.mehta393@example.com,2025-01-30,REGULAR
C0394,Anaya Singh,anaya.singh394@example.com,2025-12-24,REGULAR
C0395,Aarav Sharma,aarav.sharma395@example.com,2026-07-07,REGULAR
C0396,Vihaan Bansal,vihaan.bansal396@example.com,2026-07-05,REGULAR
C0397,Vihaan Joshi,vihaan.joshi397@example.com,2024-11-03,PREMIUM
C0398,Vihaan Mehta,vihaan.mehta398@example.com,2026-06-09,REGULAR
C0399,Kabir Mehta,kabir.mehta399@example.com,2025-12-07,REGULAR
C0400,Ira Gupta,ira.gupta400@example.com,2024-09-28,PREMIUM
C0401,Rohan Kapoor,rohan.kapoor401@example.com,2025-10-29,PREMIUM
C0402,Vihaan Sharma,vihaan.sharma402@example.com,2024-08-28,PREMIUM
C0403,Meera Gupta,meera.gupta403@example.com,2025-07-21,REGULAR
C0404,Anaya Bansal,anaya.bansal404@example.com,2025-05-20,PREMIUM
C0405,Vihaan Kapoor,vihaan.kapoor405@example.com,2025-08-04,REGULAR
C0406,Ishaan Tyagi,ishaan.tyagi406@example.com,2025-11-29,REGULAR
C0407,Ishaan Malhotra,ishaan.malhotra407@example.com,2025-10-24,REGULAR
C0408,Kavya Gupta,kavya.gupta408@example.com,2024-12-12,REGULAR
C0409,Priya Sharma,priya.sharma409@example.com,2025-01-29,REGULAR
C0410,Sara Bansal,sara.bansal410@example.com,2025-12-26,PREMIUM
C0411,Meera Malhotra,meera.malhotra411@example.com,2025-02-20,REGULAR
C0412,Kavya Kapoor,kavya.kapoor412@example.com,2026-05-07,REGULAR
C0413,Meera Gupta,meera.gupta413@example.com,2025-12-26,VIP
C0414,Vihaan Tyagi,vihaan.tyagi414@example.com,2025-11-13,REGULAR
C0415,Kabir Kapoor,kabir.kapoor415@example.com,2024-08-31,PREMIUM
C0416,Meera Joshi,meera.joshi416@example.com,2026-04-01,PREMIUM
C0417,Arjun Kapoor,arjun.kapoor417@example.com,2026-02-01,REGULAR
C0418,Priya Bansal,priya.bansal418@example.com,2024-11-24,REGULAR
C0419,Priya Singh,priya.singh419@example.com,2025-12-25,REGULAR
C0420,Meera Tyagi,meera.tyagi420@example.com,2025-01-18,PREMIUM
C0421,Diya Bansal,diya.bansal421@example.com,2024-10-13,REGULAR
C0422,Sara Gupta,sara.gupta422@example.com,2026-01-18,PREMIUM
C0423,Ira Malhotra,ira.malhotra423@example.com,2025-02-04,REGULAR
C0424,Anaya Kapoor,anaya.kapoor424@example.com,2025-04-22,REGULAR
C0425,Kabir Sharma,kabir.sharma425@example.com,2026-01-20,REGULAR
C0426,Meera Tyagi,meera.tyagi426@example.com,2025-10-05,PREMIUM
C0427,Vihaan Malhotra,vihaan.malhotra427@example.com,2025-11-16,PREMIUM
C0428,Anaya Verma,anaya.verma428@example.com,2026-01-11,REGULAR
C0429,Vihaan Malhotra,vihaan.malhotra429@example.com,2026-06-19,REGULAR
C0430,Ishaan Tyagi,ishaan.tyagi430@example.com,2024-09-24,REGULAR
C0431,Aarav Verma,aarav.verma431@example.com,2026-04-29,VIP
C0432,Meera Mehta,meera.mehta432@example.com,2026-01-21,REGULAR
C0433,Meera Malhotra,meera.malhotra433@example.com,2025-08-03,REGULAR
C0434,Aarav Singh,aarav.singh434@example.com,2025-11-27,REGULAR
C0435,Kavya Bansal,kavya.bansal435@example.com,2026-04-25,REGULAR
C0436,Meera Kapoor,meera.kapoor436@example.com,2025-11-25,REGULAR
C0437,Kavya Singh,kavya.singh437@example.com,2024-08-21,REGULAR
C0438,Ira Mehta,ira.mehta438@example.com,2026-03-02,REGULAR
C0439,Priya Verma,priya.verma439@example.com,2024-10-04,PREMIUM
C0440,Anaya Gupta,anaya.gupta440@example.com,2025-10-12,REGULAR
C0441,Aanya Singh,aanya.singh441@example.com,2025-02-27,REGULAR
C0442,Ira Tyagi,ira.tyagi442@example.com,2025-03-27,REGULAR
C0443,Kavya Singh,kavya.singh443@example.com,2025-07-31,REGULAR
C0444,Ishaan Sharma,ishaan.sharma444@example.com,2026-05-29,PREMIUM
C0445,Aanya Verma,aanya.verma445@example.com,2025-11-23,REGULAR
C0446,Aanya Joshi,aanya.joshi446@example.com,2025-01-03,VIP
C0447,Aarav Joshi,aarav.joshi447@example.com,2024-10-07,REGULAR
C0448,Ishaan Bansal,ishaan.bansal448@example.com,2025-12-26,VIP
C0449,Kavya Gupta,kavya.gupta449@example.com,2026-04-03,REGULAR
C0450,Ira Gupta,ira.gupta450@example.com,2024-12-03,REGULAR
C0451,Aanya Bansal,aanya.bansal451@example.com,2025-07-14,REGULAR
C0452,Ishaan Tyagi,ishaan.tyagi452@example.com,2026-05-04,VIP
C0453,Kavya Singh,kavya.singh453@example.com,2025-05-26,REGULAR
C0454,Rohan Mehta,rohan.mehta454@example.com,2025-11-25,PREMIUM
C0455,Aditya Tyagi,aditya.tyagi455@example.com,2026-04-27,PREMIUM
C0456,Priya Joshi,priya.joshi456@example.com,2025-06-21,PREMIUM
C0457,Diya Kapoor,diya.kapoor457@example.com,2026-03-08,REGULAR
C0458,Arjun Singh,arjun.singh458@example.com,2026-05-20,PREMIUM
C0459,Meera Kapoor,meera.kapoor459@example.com,2026-07-08,REGULAR
C0460,Priya Gupta,priya.gupta460@example.com,2026-01-16,REGULAR
C0461,Meera Kapoor,meera.kapoor461@example.com,2024-12-15,PREMIUM
C0462,Diya Malhotra,diya.malhotra462@example.com,2026-04-07,REGULAR
C0463,Meera Tyagi,meera.tyagi463@example.com,2026-07-10,PREMIUM
C0464,Ira Joshi,ira.joshi464@example.com,2025-06-07,PREMIUM
C0465,Ishaan Sharma,ishaan.sharma465@example.com,2026-02-05,REGULAR
C0466,Ishaan Gupta,ishaan.gupta466@example.com,2024-10-12,PREMIUM
C0467,Arjun Mehta,arjun.mehta467@example.com,2025-01-30,VIP
C0468,Meera Mehta,meera.mehta468@example.com,2025-01-15,PREMIUM
C0469,Priya Mehta,priya.mehta469@example.com,2025-03-15,PREMIUM
C0470,Aarav Kapoor,aarav.kapoor470@example.com,2025-11-25,REGULAR
C0471,Ira Joshi,ira.joshi471@example.com,2025-04-05,PREMIUM
C0472,Diya Tyagi,diya.tyagi472@example.com,2025-04-19,REGULAR
C0473,Kavya Mehta,kavya.mehta473@example.com,2026-06-30,REGULAR
C0474,Ishaan Tyagi,ishaan.tyagi474@example.com,2025-10-19,VIP
C0475,Meera Kapoor,meera.kapoor475@example.com,2026-03-07,REGULAR
C0476,Priya Mehta,priya.mehta476@example.com,2025-03-14,REGULAR
C0477,Kavya Malhotra,kavya.malhotra477@example.com,2025-04-06,VIP
C0478,Priya Kapoor,priya.kapoor478@example.com,2026-04-13,REGULAR
C0479,Aanya Singh,aanya.singh479@example.com,2025-03-05,REGULAR
C0480,Aditya Verma,aditya.verma480@example.com,2025-02-26,VIP
C0481,Priya Joshi,priya.joshi481@example.com,2024-12-19,REGULAR
C0482,Ishaan Mehta,ishaan.mehta482@example.com,2026-03-11,REGULAR
C0483,Aditya Bansal,aditya.bansal483@example.com,2025-05-07,REGULAR
C0484,Anaya Gupta,anaya.gupta484@example.com,2024-09-28,REGULAR
C0485,Rohan Bansal,rohan.bansal485@example.com,2024-10-10,PREMIUM
C0486,Meera Bansal,meera.bansal486@,2026-06-27,REGULAR
C0487,Kavya Bansal,kavya.bansal487@example.com,2026-03-05,REGULAR
C0488,Kavya Kapoor,kavya.kapoor488@example.com,2026-02-08,REGULAR
C0489,Aditya Joshi,aditya.joshi489@example.com,2024-10-27,PREMIUM
C0490,Aditya Tyagi,aditya.tyagi490@,2026-02-26,REGULAR
C0491,Vihaan Kapoor,vihaan.kapoor491@example.com,2025-04-02,PREMIUM
C0492,Meera Kapoor,meera.kapoor492@example.com,2025-07-24,REGULAR
C0493,Arjun Bansal,arjun.bansal493@example.com,2026-02-13,REGULAR
C0494,Diya Sharma,diya.sharma494@example.com,2024-12-14,PREMIUM
C0495,Anaya Singh,anaya.singh495@example.com,2026-06-07,REGULAR
C0496,Aanya Singh,aanya.singh496@example.com,2024-09-28,PREMIUM
C0497,Rohan Tyagi,rohan.tyagi497@example.com,2024-12-13,REGULAR
C0498,Diya Mehta,diya.mehta498@,2024-09-13,VIP
C0499,Ira Kapoor,ira.kapoor499@example.com,2026-01-27,PREMIUM
C0500,Anaya Malhotra,anaya.malhotra500@example.com,2024-10-02,REGULAR
UNKNOWN_CUSTOMER,Unknown Customer,unknown@example.com,1900-01-01,REGULAR
